,Annual Income,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Home Ownership_Have Mortgage,Home Ownership_Home Mortgage,Home Ownership_Own Home,Home Ownership_Rent,Years in current job_1 year,Years in current job_10_plus_years,Years in current job_2 years,Years in current job_3 years,Years in current job_4 years,Years in current job_5 years,Years in current job_6 years,Years in current job_7 years,Years in current job_8 years,Years in current job_9 years,Years in current job__lt_1 year,Purpose_business loan,Purpose_buy a car,Purpose_buy house,Purpose_debt consolidation,Purpose_educational expenses,Purpose_home improvements,Purpose_major purchase,Purpose_medical bills,Purpose_moving,Purpose_other,Purpose_small business,Purpose_take a trip,Purpose_vacation,Purpose_wedding,Term_Long Term,Term_Short Term
0,-0.7601069339076834,-0.12359078272517643,-0.4688356051110739,-0.8462570572168137,-0.04283834203367668,-0.3588609993007902,2.399913978210553,-0.3472605666734551,-0.3033861557596649,-0.6004938537230948,-0.9965738972301471,0.41644739437966904,-0.04105326514380973,-0.9822156741743623,-0.32732382146194205,1.1777874173837877,-0.27802332655949263,-0.6972498175532658,-0.3429897770737363,-0.3154767981678188,4.161865534837527,-0.29338491469280026,-0.2622397384206646,-0.2533426269935061,-0.22895519081377405,-0.19063867262195397,-0.30126888840217375,-0.15672056715290286,-0.1149052936433956,-0.0718561801841413,0.5322970949986273,-0.039726853093902066,-0.24164314814866225,-0.06918137858213287,-0.10566850172485621,-0.044133850635667944,-0.3297911220779979,-0.06231597549575774,-0.07184141618627621,-0.0316602749651637,-0.036857837160153076,-0.6884526270556236,0.6884526270556238
1,-1.4167127972345352,-0.12359078272517643,-1.0999341922867643,2.0976215199029706,-0.05317622349674668,-0.3588609993007902,-1.8505275755572623,-0.3472605666734551,-0.30647367594966074,-0.7971674228136794,-1.3790449030587255,-0.7083488438498716,-0.04105326514380973,-0.9822156741743623,-0.32732382146194205,1.1777874173837877,3.9876001748989807,-0.6972498175532658,-0.3429897770737363,-0.3154767981678188,-0.2677812044806537,-0.29338491469280026,-0.2622397384206646,-0.2533426269935061,-0.22895519081377405,-0.19063867262195397,-0.30126888840217375,-0.15672056715290286,-0.1149052936433956,-0.0718561801841413,-2.0745456766666943,27.535472840926584,-0.24164314814866225,-0.06918137858213287,-0.10566850172485621,-0.044133850635667944,-0.3297911220779979,-0.06231597549575774,-0.07184141618627621,-0.0316602749651637,-0.036857837160153076,-0.6884526270556236,0.6884526270556238
2,-0.23402380539135956,-0.12359078272517643,-0.2584694093858438,-0.6713731813483117,-0.04386372315733007,-0.3588609993007902,-0.017988001889127605,-0.3472605666734551,-0.3020029854497713,-0.4671727672180207,0.017335892637114273,0.3950794531855028,-0.04105326514380973,1.1217699153311056,-0.32732382146194205,-0.9426222696368493,-0.27802332655949263,-0.6972498175532658,-0.3429897770737363,3.5629403755946627,-0.2677812044806537,-0.29338491469280026,-0.2622397384206646,-0.2533426269935061,-0.22895519081377405,-0.19063867262195397,-0.30126888840217375,-0.15672056715290286,-0.1149052936433956,-0.0718561801841413,0.5322970949986273,-0.039726853093902066,-0.24164314814866225,-0.06918137858213287,-0.10566850172485621,-0.044133850635667944,-0.3297911220779979,-0.06231597549575774,-0.07184141618627621,-0.0316602749651637,-0.036857837160153076,-0.6884526270556236,0.6884526270556238
3,-0.1469659071309153,-0.12359078272517643,1.003727764965537,-0.19044252270993106,-0.028095731980289168,-0.3588609993007902,2.399913978210553,-0.3472605666734551,-0.30137192408318036,-0.24802935208725513,0.7686638084249556,0.8848620071476098,-0.04105326514380973,1.1217699153311056,-0.32732382146194205,-0.9426222696368493,-0.27802332655949263,1.5895754895980365,-0.3429897770737363,-0.3154767981678188,-0.2677812044806537,-0.29338491469280026,-0.2622397384206646,-0.2533426269935061,-0.22895519081377405,-0.19063867262195397,-0.30126888840217375,-0.15672056715290286,-0.1149052936433956,-0.0718561801841413,0.5322970949986273,-0.039726853093902066,-0.24164314814866225,-0.06918137858213287,-0.10566850172485621,-0.044133850635667944,-0.3297911220779979,-0.06231597549575774,-0.07184141618627621,-0.0316602749651637,-0.036857837160153076,-0.6884526270556236,0.6884526270556238
4,1.292552426847011,-0.12359078272517643,-0.04810321366061369,0.7714187945668303,0.01894913986905016,-0.3588609993007902,-0.7228189835992326,-0.3472605666734551,-0.2808212734928942,0.449035205070361,2.0488993487356986,-0.4295369449253124,-0.04105326514380973,1.1217699153311056,-0.32732382146194205,-0.9426222696368493,-0.27802332655949263,-0.6972498175532658,-0.3429897770737363,-0.3154767981678188,-0.2677812044806537,-0.29338491469280026,4.2014327936891425,-0.2533426269935061,-0.22895519081377405,-0.19063867262195397,-0.30126888840217375,-0.15672056715290286,-0.1149052936433956,-0.0718561801841413,0.5322970949986273,-0.039726853093902066,-0.24164314814866225,-0.06918137858213287,-0.10566850172485621,-0.044133850635667944,-0.3297911220779979,-0.06231597549575774,-0.07184141618627621,-0.0316602749651637,-0.036857837160153076,1.5964980664953505,-1.5964980664953503
5,-0.5294153788834136,-0.12359078272517643,3.107389722217838,-0.11757424109805523,-0.012003863701019035,-0.3588609993007902,0.4118042191901232,-0.3472605666734551,-0.3058966825006678,-0.5032493533603114,-0.6277169872708841,-1.5049542693486124,-0.04105326514380973,1.1217699153311056,-0.32732382146194205,-0.9426222696368493,-0.27802332655949263,-0.6972498175532658,-0.3429897770737363,-0.3154767981678188,-0.2677812044806537,3.8388411752682106,-0.2622397384206646,-0.2533426269935061,-0.22895519081377405,-0.19063867262195397,-0.30126888840217375,-0.15672056715290286,-0.1149052936433956,-0.0718561801841413,0.5322970949986273,-0.039726853093902066,-0.24164314814866225,-0.06918137858213287,-0.10566850172485621,-0.044133850635667944,-0.3297911220779979,-0.06231597549575774,-0.07184141618627621,-0.0316602749651637,-0.036857837160153076,-0.6884526270556236,0.6884526270556238
6,-0.1302718778597788,-0.12359078272517643,-0.8895679965615342,0.5382402934088274,-0.03309997775983951,-0.3588609993007902,0.5489152370536011,-0.3472605666734551,-0.2926782871237382,0.013806770519854432,-0.8801733775475007,-1.2659726416989903,-0.04105326514380973,1.1217699153311056,-0.32732382146194205,-0.9426222696368493,-0.27802332655949263,-0.6972498175532658,-0.3429897770737363,3.5629403755946627,-0.2677812044806537,-0.29338491469280026,-0.2622397384206646,-0.2533426269935061,-0.22895519081377405,-0.19063867262195397,-0.30126888840217375,-0.15672056715290286,-0.1149052936433956,-0.0718561801841413,-2.0745456766666943,-0.039726853093902066,4.538958911462584,-0.06918137858213287,-0.10566850172485621,-0.044133850635667944,-0.3297911220779979,-0.06231597549575774,-0.07184141618627621,-0.0316602749651637,-0.036857837160153076,-0.6884526270556236,0.6884526270556238
7,-0.15267702240788306,-0.12359078272517643,0.37262917778984656,-0.8899780261839393,-0.0444094905295972,-0.3588609993007902,-1.0964169773081338,-0.3472605666734551,-0.2943898998584432,-0.5538689231897193,-0.9296946512721354,-0.6286883012999975,-0.04105326514380973,-0.9822156741743623,-0.32732382146194205,1.1777874173837877,-0.27802332655949263,-0.6972498175532658,-0.3429897770737363,3.5629403755946627,-0.2677812044806537,-0.29338491469280026,-0.2622397384206646,-0.2533426269935061,-0.22895519081377405,-0.19063867262195397,-0.30126888840217375,-0.15672056715290286,-0.1149052936433956,-0.0718561801841413,0.5322970949986273,-0.039726853093902066,-0.24164314814866225,-0.06918137858213287,-0.10566850172485621,-0.044133850635667944,-0.3297911220779979,-0.06231597549575774,-0.07184141618627621,-0.0316602749651637,-0.036857837160153076,-0.6884526270556236,0.6884526270556238
8,-0.7919785957706863,-0.12359078272517643,-0.679201800836304,-1.3417613721775694,-0.03346933547642434,-0.3588609993007902,0.7020036785454761,-0.3472605666734551,-0.30450544235232674,-0.1673875712986054,-0.715868258024701,0.10216622993426179,-0.04105326514380973,-0.9822156741743623,-0.32732382146194205,1.1777874173837877,-0.27802332655949263,-0.6972498175532658,-0.3429897770737363,-0.3154767981678188,-0.2677812044806537,3.8388411752682106,-0.2622397384206646,-0.2533426269935061,-0.22895519081377405,-0.19063867262195397,-0.30126888840217375,-0.15672056715290286,-0.1149052936433956,-0.0718561801841413,-2.0745456766666943,-0.039726853093902066,-0.24164314814866225,15.378886192347995,-0.10566850172485621,-0.044133850635667944,-0.3297911220779979,-0.06231597549575774,-0.07184141618627621,-0.0316602749651637,-0.036857837160153076,-0.6884526270556236,0.6884526270556238
9,1.0349908904459826,3.730009656942599,0.7933615692403068,-0.2341634916770567,-0.002324762045887642,1.7673392592181982,-1.7819720666255234,-0.3472605666734551,-0.2949911028227786,0.019049734595896674,-0.013040558771295622,1.123843634797232,-0.04105326514380973,1.1217699153311056,-0.32732382146194205,-0.9426222696368493,-0.27802332655949263,1.5895754895980365,-0.3429897770737363,-0.3154767981678188,-0.2677812044806537,-0.29338491469280026,-0.2622397384206646,-0.2533426269935061,-0.22895519081377405,-0.19063867262195397,-0.30126888840217375,-0.15672056715290286,-0.1149052936433956,-0.0718561801841413,0.5322970949986273,-0.039726853093902066,-0.24164314814866225,-0.06918137858213287,-0.10566850172485621,-0.044133850635667944,-0.3297911220779979,-0.06231597549575774,-0.07184141618627621,-0.0316602749651637,-0.036857837160153076,-0.6884526270556236,0.6884526270556238
10,-0.5053017810473276,-0.12359078272517643,-0.2584694093858438,-1.8372656871383253,-0.02074441085990317,-0.3588609993007902,-0.09217778319093554,-0.3472605666734551,-0.29735072358481407,-0.3169368799438103,-1.257198745028353,0.8052014645977357,-0.04105326514380973,-0.9822156741743623,3.428375549456013,-0.9426222696368493,-0.27802332655949263,-0.6972498175532658,-0.3429897770737363,-0.3154767981678188,-0.2677812044806537,-0.29338491469280026,-0.2622397384206646,-0.2533426269935061,-0.22895519081377405,-0.19063867262195397,3.694194781069411,-0.15672056715290286,-0.1149052936433956,-0.0718561801841413,0.5322970949986273,-0.039726853093902066,-0.24164314814866225,-0.06918137858213287,-0.10566850172485621,-0.044133850635667944,-0.3297911220779979,-0.06231597549575774,-0.07184141618627621,-0.0316602749651637,-0.036857837160153076,-0.6884526270556236,0.6884526270556238
11,0.30445626450496277,-0.12359078272517643,-0.04810321366061369,0.5673876060535776,-0.02627650740606541,-0.3588609993007902,-0.17723586422980264,-0.3472605666734551,-0.29663008701145643,0.10356132220257756,1.4550695045359994,-0.8278396576746828,-0.04105326514380973,1.1217699153311056,-0.32732382146194205,-0.9426222696368493,-0.27802332655949263,1.5895754895980365,-0.3429897770737363,-0.3154767981678188,-0.2677812044806537,-0.29338491469280026,-0.2622397384206646,-0.2533426269935061,-0.22895519081377405,-0.19063867262195397,-0.30126888840217375,-0.15672056715290286,-0.1149052936433956,-0.0718561801841413,0.5322970949986273,-0.039726853093902066,-0.24164314814866225,-0.06918137858213287,-0.10566850172485621,-0.044133850635667944,-0.3297911220779979,-0.06231597549575774,-0.07184141618627621,-0.0316602749651637,-0.036857837160153076,1.5964980664953505,-1.5964980664953503
12,-0.3598147803379056,-0.12359078272517643,-0.04810321366061369,-0.6276522123811862,-0.03749092434580686,-0.3588609993007902,2.331358469278814,-0.3472605666734551,-0.30364519757382813,-0.28354419207854126,-0.30506291516811007,0.3441245393414327,-0.04105326514380973,1.1217699153311056,-0.32732382146194205,-0.9426222696368493,-0.27802332655949263,-0.6972498175532658,3.2536900316947435,-0.3154767981678188,-0.2677812044806537,-0.29338491469280026,-0.2622397384206646,-0.2533426269935061,-0.22895519081377405,-0.19063867262195397,-0.30126888840217375,-0.15672056715290286,-0.1149052936433956,-0.0718561801841413,0.5322970949986273,-0.039726853093902066,-0.24164314814866225,-0.06918137858213287,-0.10566850172485621,-0.044133850635667944,-0.3297911220779979,-0.06231597549575774,-0.07184141618627621,-0.0316602749651637,-0.036857837160153076,-0.6884526270556236,0.6884526270556238
13,-0.1312725433570253,-0.12359078272517643,0.7933615692403068,-0.5256366181245601,-0.029021882672621263,-0.3588609993007902,0.2982258014883261,-0.3472605666734551,-0.30161401923660397,-0.1980963608868528,0.9669190795218605,0.12808685292380612,-0.04105326514380973,-0.9822156741743623,-0.32732382146194205,1.1777874173837877,-0.27802332655949263,-0.6972498175532658,-0.3429897770737363,3.5629403755946627,-0.2677812044806537,-0.29338491469280026,-0.2622397384206646,-0.2533426269935061,-0.22895519081377405,-0.19063867262195397,-0.30126888840217375,-0.15672056715290286,-0.1149052936433956,-0.0718561801841413,0.5322970949986273,-0.039726853093902066,-0.24164314814866225,-0.06918137858213287,-0.10566850172485621,-0.044133850635667944,-0.3297911220779979,-0.06231597549575774,-0.07184141618627621,-0.0316602749651637,-0.036857837160153076,-0.6884526270556236,0.6884526270556238
14,0.17876291546058712,-0.12359078272517643,0.37262917778984656,-0.46734199283505934,-0.03601349347946756,-0.3588609993007902,0.4118042191901232,-0.3472605666734551,-0.29863786281718296,-0.14903719703245757,-0.11318925150994673,-0.6685185725749346,-0.04105326514380973,1.1217699153311056,-0.32732382146194205,-0.9426222696368493,-0.27802332655949263,-0.6972498175532658,-0.3429897770737363,-0.3154767981678188,-0.2677812044806537,-0.29338491469280026,-0.2622397384206646,-0.2533426269935061,-0.22895519081377405,-0.19063867262195397,3.694194781069411,-0.15672056715290286,-0.1149052936433956,-0.0718561801841413,-2.0745456766666943,-0.039726853093902066,-0.24164314814866225,-0.06918137858213287,-0.10566850172485621,-0.044133850635667944,3.3724773779047745,-0.06231597549575774,-0.07184141618627621,-0.0316602749651637,-0.036857837160153076,1.5964980664953505,-1.5964980664953503
15,-0.2780042743191197,-0.12359078272517643,1.003727764965537,1.2814967658499612,-0.014287541821843856,-0.3588609993007902,0.21313633711975138,-0.3472605666734551,-0.29566977623620944,0.7141793883444971,0.4378412788005924,-0.2303855885506272,-0.04105326514380973,-0.9822156741743623,-0.32732382146194205,1.1777874173837877,-0.27802332655949263,1.5895754895980365,-0.3429897770737363,-0.3154767981678188,-0.2677812044806537,-0.29338491469280026,-0.2622397384206646,-0.2533426269935061,-0.22895519081377405,-0.19063867262195397,-0.30126888840217375,-0.15672056715290286,-0.1149052936433956,-0.0718561801841413,0.5322970949986273,-0.039726853093902066,-0.24164314814866225,-0.06918137858213287,-0.10566850172485621,-0.044133850635667944,-0.3297911220779979,-0.06231597549575774,-0.07184141618627621,-0.0316602749651637,-0.036857837160153076,-0.6884526270556236,0.6884526270556238
16,0.06698657318293995,-0.12359078272517643,2.0555587435916873,-1.152303839986692,-0.018254002673825653,-0.3588609993007902,0.24977876793996576,-0.3472605666734551,-0.28889676082726135,0.6509517382369877,0.6555817246104549,-0.06111620738449408,-0.04105326514380973,-0.9822156741743623,-0.32732382146194205,1.1777874173837877,3.9876001748989807,-0.6972498175532658,-0.3429897770737363,-0.3154767981678188,-0.2677812044806537,-0.29338491469280026,-0.2622397384206646,-0.2533426269935061,-0.22895519081377405,-0.19063867262195397,-0.30126888840217375,-0.15672056715290286,-0.1149052936433956,-0.0718561801841413,0.5322970949986273,-0.039726853093902066,-0.24164314814866225,-0.06918137858213287,-0.10566850172485621,-0.044133850635667944,-0.3297911220779979,-0.06231597549575774,-0.07184141618627621,-0.0316602749651637,-0.036857837160153076,-0.6884526270556236,0.6884526270556238
17,-0.11333378383321635,-0.12359078272517643,-0.2584694093858438,0.6694032003102037,-0.03428798653482503,-0.3588609993007902,0.34324871025838427,-0.3472605666734551,3.358762617072141,0.020110810658905222,0.21788854241196615,0.4865592943982394,-0.04105326514380973,1.1217699153311056,-0.32732382146194205,-0.9426222696368493,-0.27802332655949263,-0.6972498175532658,-0.3429897770737363,-0.3154767981678188,-0.2677812044806537,-0.29338491469280026,-0.2622397384206646,-0.2533426269935061,-0.22895519081377405,5.6811656159172745,-0.30126888840217375,-0.15672056715290286,-0.1149052936433956,-0.0718561801841413,0.5322970949986273,-0.039726853093902066,-0.24164314814866225,-0.06918137858213287,-0.10566850172485621,-0.044133850635667944,-0.3297911220779979,-0.06231597549575774,-0.07184141618627621,-0.0316602749651637,-0.036857837160153076,-0.6884526270556236,0.6884526270556238
18,1.1214386268178618,-0.12359078272517643,-0.04810321366061369,0.8734343888234564,0.05706327289947287,-0.3588609993007902,-0.43118567654825357,-0.3472605666734551,-0.2923700192950455,1.3850915413609026,0.11442141380516942,1.2831647198969802,-0.04105326514380973,1.1217699153311056,-0.32732382146194205,-0.9426222696368493,-0.27802332655949263,1.5895754895980365,-0.3429897770737363,-0.3154767981678188,-0.2677812044806537,-0.29338491469280026,-0.2622397384206646,-0.2533426269935061,-0.22895519081377405,-0.19063867262195397,-0.30126888840217375,-0.15672056715290286,-0.1149052936433956,-0.0718561801841413,0.5322970949986273,-0.039726853093902066,-0.24164314814866225,-0.06918137858213287,-0.10566850172485621,-0.044133850635667944,-0.3297911220779979,-0.06231597549575774,-0.07184141618627621,-0.0316602749651637,-0.036857837160153076,-0.6884526270556236,0.6884526270556238
